,Player ID,Name,Last_Name,Team,Position,Cost_Today,Total Points,Form,Points/Game,xGi,xGc,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Transfers Out GW,Transfers in GW,Influence,Creativity,Threat,ICT Index,GW1,GW2,GW3,GW4,GW5,GW6,CGW,NGW,NGW2,NGW3,NGW4,NGW5,Diff_Score_1_GW,Diff_Score_2_GW,Diff_Score_3_GW,Diff_Score_4_GW,Diff_Score_5_GW,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5,Initial Cost
173,162,Levi,Colwill,Chelsea,DEF,45,1,1,1,0.01,0.77,0.9,0,0,0,1,0,8,2,90,0,0,0,0,0,0,0,20.4,0.8,0,2.1,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0.2,0.1429,0.1111,0.0909,0.0769,45
174,163,Marc,Cucurella,Chelsea,DEF,50,2,2,2,0.02,0.79,6.5,0,0,0,2,0,16,1,79,0,0,0,0,0,0,0,18,4,2,2.4,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0.4,0.2857,0.2222,0.1818,0.1538,50
175,164,David,Fofana,Chelsea,FWD,55,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,55
176,165,Deivid Washington,Deivid,Chelsea,FWD,50,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,50
177,166,Kiernan,Dewsbury-Hall,Chelsea,MID,60,1,1,1,0.04,0.41,0.2,0,0,0,1,0,4,1,24,0,0,0,0,0,0,0,2,1.6,0,0.4,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0.2,0.1429,0.1111,0.0909,0.0769,60
178,167,Axel,Disasi,Chelsea,DEF,45,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,45
179,169,Conor,Gallagher,Chelsea,MID,59,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,60
180,170,Alfie,Gilchrist,Chelsea,DEF,40,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,40
181,171,Malo,Gusto,Chelsea,DEF,50,1,1,1,0.07,0.77,3.3,0,0,0,1,0,0,2,90,0,0,0,0,0,0,0,7,2.8,6,1.6,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0.2,0.1429,0.1111,0.0909,0.0769,50
182,172,Reece,James,Chelsea,DEF,50,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,50
183,173,Omari,Kellyman,Chelsea,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,45
184,174,Roméo,Lavia,Chelsea,MID,45,2,2,2,0.25,0.91,1.5,0,0,0,2,0,18,1,65,0,0,0,0,0,0,0,15.2,13.5,0,2.9,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0.4,0.2857,0.2222,0.1818,0.1538,45
185,175,Romelu,Lukaku,Chelsea,FWD,64,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,65
186,176,Malang,Sarr,Chelsea,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,45
187,177,Noni,Madueke,Chelsea,MID,65,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,65
188,178,Marc,Guiu,Chelsea,FWD,50,1,1,1,0,0.41,0.8,0,0,0,1,0,2,1,24,0,0,0,0,0,0,0,0,0.3,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0.2,0.1429,0.1111,0.0909,0.0769,50
189,179,Mykhailo,Mudryk,Chelsea,MID,65,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,65
190,180,Nicolas,Jackson,Chelsea,FWD,75,2,2,2,0.73,0.91,2,0,0,0,2,0,3,1,65,0,0,0,0,0,0,0,4.6,23.6,23,5.1,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0.4,0.2857,0.2222,0.1818,0.1538,75
191,181,Christopher,Nkunku,Chelsea,MID,65,1,1,1,0.33,1.04,15.6,0,0,0,1,0,6,1,57,0,0,0,0,0,0,0,7.8,13.5,13,3.4,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0.2,0.1429,0.1111,0.0909,0.0769,65
192,182,Cole,Palmer,Chelsea,MID,105,2,2,2,0.26,0.77,34.9,0,0,0,2,0,18,2,90,0,0,0,0,0,0,0,20.4,37.8,10,6.8,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0.4,0.2857,0.2222,0.1818,0.1538,105
193,183,Đorđe,Petrović,Chelsea,GK,45,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,45
194,184,Renato,Veiga,Chelsea,MID,45,1,1,1,0,0.72,0.1,0,0,0,1,0,2,1,10,0,0,0,0,0,0,0,0,0.5,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0.2,0.1429,0.1111,0.0909,0.0769,45
195,185,Robert,Sánchez,Chelsea,GK,45,2,2,2,0,0.77,3.1,0,0,0,2,0,7,2,90,0,0,3,0,0,0,0,23.4,0,0,2.3,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0.4,0.2857,0.2222,0.1818,0.1538,45
196,186,Raheem,Sterling,Chelsea,MID,70,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,70
197,189,Wesley,Fofana,Chelsea,DEF,45,1,1,1,0.05,0.77,0.4,0,0,0,1,0,3,2,90,0,0,0,0,0,0,0,11.6,1.3,6,1.9,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0.2,0.1429,0.1111,0.0909,0.0769,45
198,560,Pedro,Neto,Chelsea,MID,65,1,1,1,0.56,0.31,1.1,0,0,0,1,0,6,1,32,0,0,0,0,0,0,0,7.4,26.7,9,4.3,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0.2,0.1429,0.1111,0.0909,0.0769,65
199,575,Caleb,Wiley,Chelsea,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,40
200,581,Filip,Jørgensen,Chelsea,GK,45,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,45
201,621,João,Felix,Chelsea,MID,65,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,65
202,168,Enzo,Enzo,Chelsea,MID,50,2,2,2,0.3,0.77,1.7,0,0,0,2,0,16,2,90,0,0,0,0,0,0,0,9.6,10,26,4.6,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0.4,0.2857,0.2222,0.1818,0.1538,50
203,187,Tosin,Adarabioyo,Chelsea,DEF,45,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCI (H),WOL (A),CRY (H),BOU (A),WHU (A),BHA (H),5,2,2,2,2,2,5,7,9,11,13,0,0,0,0,0,45
204,190,Naouirou,Ahamada,Crystal Palace,MID,45,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0,0,0,0,0,45
205,191,Joachim,Andersen,Crystal Palace,DEF,45,0,0,0,0.06,1.59,17.7,0,0,0,0,0,3,2,90,0,0,0,0,0,0,0,18.4,2.9,7,2.8,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0,0,0,0,0,45
206,192,Jordan,Ayew,Crystal Palace,MID,55,0,0,0,2.11,4.28,0.4,0,0,0,0,0,-5,1,20,0,0,0,0,0,0,0,0.2,12.8,7,2,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0,0,0,0,0,55
207,193,Cheick,Doucouré,Crystal Palace,MID,50,1,1,1,0,0,0.1,0,0,0,1,0,4,0,6,0,0,0,0,0,0,0,0.4,2.8,0,0.3,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0.5,0.25,0.125,0.1,0.0769,50
208,194,Chris,Richards,Crystal Palace,DEF,45,0,0,0,0.01,1.72,0.2,0,0,0,0,0,1,2,83,0,0,0,0,0,0,0,16.4,1.8,0,1.8,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0,0,0,0,0,45
209,195,Chadi,Riad,Crystal Palace,DEF,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0,0,0,0,0,45
210,196,Nathaniel,Clyne,Crystal Palace,DEF,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0,0,0,0,0,45
211,197,Malcolm,Ebiowei,Crystal Palace,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0,0,0,0,0,45
212,198,Odsonne,Edouard,Crystal Palace,FWD,55,1,1,1,0.14,2.18,0.7,0,0,0,1,0,1,1,45,0,0,0,0,0,0,0,0,10.7,5,1.5,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0.5,0.25,0.125,0.1,0.0769,55
213,199,Eberechi,Eze,Crystal Palace,MID,70,2,2,2,0.46,1.59,32.3,0,0,0,2,0,14,2,90,0,0,0,0,0,0,0,12.4,6.8,65,8.4,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,1,0.5,0.25,0.2,0.1538,70
214,200,Marc,Guéhi,Crystal Palace,DEF,45,0,0,0,0.02,1.59,7,0,0,0,0,0,9,2,90,0,0,0,0,0,0,0,21,2.6,0,2.4,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0,0,0,0,0,45
215,201,Dean,Henderson,Crystal Palace,GK,45,2,2,2,0,1.59,17.3,0,0,0,2,0,5,2,90,0,0,3,0,0,0,0,26.4,0,0,2.6,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,1,0.5,0.25,0.2,0.1538,45
216,202,Rob,Holding,Crystal Palace,DEF,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0,0,0,0,0,45
217,203,Will,Hughes,Crystal Palace,MID,50,2,2,2,0.05,1.72,0.1,0,0,0,2,0,10,2,83,0,0,0,0,0,0,0,14.2,14,4,3.2,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,1,0.5,0.25,0.2,0.1538,50
218,204,Sam,Johnstone,Crystal Palace,GK,45,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0,0,0,0,0,45
219,205,Daichi,Kamada,Crystal Palace,MID,55,1,1,1,0.08,0.83,0.5,0,0,0,1,0,2,1,69,0,0,0,0,0,0,0,7.8,25,4,3.7,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0.5,0.25,0.125,0.1,0.0769,55
220,206,Jefferson,Lerma,Crystal Palace,MID,50,1,1,1,1.8,5.34,0.1,0,0,0,1,0,7,1,16,0,0,0,0,0,0,0,3.4,14.4,0,1.8,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0.5,0.25,0.125,0.1,0.0769,50
221,207,Jean-Philippe,Mateta,Crystal Palace,FWD,75,1,1,1,0.02,1,5.7,0,0,0,1,0,1,1,45,0,0,0,0,0,0,0,0,3.1,4,0.7,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0.5,0.25,0.125,0.1,0.0769,75
222,208,Matheus,França,Crystal Palace,MID,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0,0,0,0,0,45
223,209,Remi,Matthews,Crystal Palace,GK,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0,0,0,0,0,40
224,210,Tyrick,Mitchell,Crystal Palace,DEF,50,1,1,1,0.15,1.59,2.4,0,0,0,1,0,6,2,90,0,0,0,0,0,0,0,13.8,27,6,4.7,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0.5,0.25,0.125,0.1,0.0769,50
225,211,Daniel,Muñoz,Crystal Palace,DEF,50,4,4,4,0.02,1.59,4.5,0,1,0,4,0,11,2,90,0,0,0,0,0,0,0,12.2,13.4,6,3.2,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,2,1,0.5,0.4,0.3077,50
226,212,David,Ozoh,Crystal Palace,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0,0,0,0,0,45
227,213,Jesurun,Rak-Sakyi,Crystal Palace,MID,45,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0,0,0,0,0,45
228,214,Jeffrey,Schlupp,Crystal Palace,MID,50,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0,0,0,0,0,50
229,215,Joel,Ward,Crystal Palace,DEF,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0,0,0,0,0,45
230,216,Adam,Wharton,Crystal Palace,MID,50,2,2,2,0.13,0.79,0.5,0,0,0,2,0,18,1,73,0,0,0,0,0,0,0,14.2,1.8,18,3.4,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,1,0.5,0.25,0.2,0.1538,50
231,585,Ismaïla,Sarr,Crystal Palace,MID,60,1,1,1,0,0,0.3,0,0,0,1,0,3,0,6,0,0,0,0,0,0,0,0.2,0.3,0,0.1,BRE (A),WHU (H),CHE (A),LEI (H),MUN (H),EVE (A),2,2,4,2,3,3,2,4,8,10,13,0.5,0.25,0.125,0.1,0.0769,60
232,217,Abdoulaye,Doucoure,Everton,MID,55,2,2,2,0.21,1.64,0.5,0,0,0,2,0,2,2,62,0,0,0,0,0,0,0,2.4,3.2,5,1.1,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,1,0.3333,0.25,0.1667,0.1429,55
233,218,Norberto Bercique,Beto,Everton,FWD,50,1,1,1,0,0.45,0.5,0,0,0,1,0,2,1,14,0,0,0,0,0,0,0,0,0,0,0,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,0.5,0.1667,0.125,0.0833,0.0714,50
234,219,Jarrad,Branthwaite,Everton,DEF,50,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,0,0,0,0,0,50
235,220,Dominic,Calvert-Lewin,Everton,FWD,60,2,2,2,0.01,1.63,1.8,0,0,0,2,0,5,2,75,0,0,0,0,0,0,0,0,1.8,6,0.8,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,1,0.3333,0.25,0.1667,0.1429,60
236,221,Séamus,Coleman,Everton,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,0,0,0,0,0,45
237,222,Idrissa,Gana,Everton,MID,50,2,2,2,0.03,1.43,0.1,0,0,0,2,0,6,3,90,0,0,0,0,0,0,0,2.4,2.8,3,0.8,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,1,0.3333,0.25,0.1667,0.1429,50
238,223,James,Garner,Everton,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,0,0,0,0,0,50
239,224,Jack,Harrison,Everton,MID,55,2,2,2,0.43,1.46,0.2,0,0,0,2,0,9,2,84,0,0,0,0,0,0,0,9.8,16.3,32,5.8,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,1,0.3333,0.25,0.1667,0.1429,55
240,225,Mason,Holgate,Everton,DEF,40,1,1,1,0,1.26,0.6,0,0,0,1,0,-1,1,5,0,0,0,0,0,0,0,0,0,0,0,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,0.5,0.1667,0.125,0.0833,0.0714,40
241,226,Tim,Iroegbunam,Everton,MID,45,2,2,2,0.15,1.43,0.3,0,0,0,2,0,6,3,90,0,0,0,0,0,0,0,18.8,2.5,10,3.1,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,1,0.3333,0.25,0.1667,0.1429,45
242,227,João,Virginia,Everton,GK,40,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,0,0,0,0,0,40
243,228,Michael,Keane,Everton,DEF,40,1,1,1,0.02,1.43,2.3,0,0,0,1,0,0,3,90,0,0,0,0,0,0,0,12.2,0.4,4,1.7,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,0.5,0.1667,0.125,0.0833,0.0714,40
244,229,Neal,Maupay,Everton,FWD,50,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,0,0,0,0,0,50
245,230,Dwight,McNeil,Everton,MID,55,2,2,2,0.16,1.43,0.8,0,0,0,2,0,8,3,90,0,0,0,0,0,0,0,9.2,19.7,0,2.9,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,1,0.3333,0.25,0.1667,0.1429,55
246,231,Vitalii,Mykolenko,Everton,DEF,45,1,1,1,0,1.43,8.3,0,0,0,1,0,-5,3,90,0,0,0,0,0,0,0,4.8,1.2,2,0.8,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,0.5,0.1667,0.125,0.0833,0.0714,45
247,232,Iliman,Ndiaye,Everton,FWD,55,1,1,1,0,1,0.2,0,0,0,1,0,3,1,27,0,0,0,0,0,0,0,5,0.2,2,0.7,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,0.5,0.1667,0.125,0.0833,0.0714,55
248,234,Nathan,Patterson,Everton,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,0,0,0,0,0,45
249,235,Jordan,Pickford,Everton,GK,50,1,1,1,0.02,1.43,14.5,0,0,0,1,0,2,3,90,0,0,2,0,0,0,0,23.8,0,0,2.4,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,0.5,0.1667,0.125,0.0833,0.0714,50
250,236,James,Tarkowski,Everton,DEF,50,0,0,0,0.02,1.43,2,0,0,0,0,0,-4,3,90,0,0,0,0,0,0,0,17.4,10.8,4,3.2,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,0,0,0,0,0,50
251,237,Youssef,Chermiti,Everton,FWD,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,0,0,0,0,0,50
252,238,Ashley,Young,Everton,DEF,45,-2,-2,-2,0.24,1.7,0.2,0,0,0,-2,0,-10,3,65,0,0,0,0,0,0,0,9.8,15.2,0,2.5,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,-1,-0.3333,-0.25,-0.1667,-0.1429,45
253,577,Jesper,Lindstrøm,Everton,MID,55,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,0,0,0,0,0,55
254,582,Jake,O'Brien,Everton,DEF,50,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,0,0,0,0,0,50
255,603,Harrison,Armstrong,Everton,MID,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,0,0,0,0,0,45
256,614,Jenson,Metcalfe,Everton,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BHA (H),TOT (A),BOU (H),AVL (A),LEI (A),CRY (H),2,4,2,4,2,2,2,6,8,12,14,0,0,0,0,0,45
257,19,Emile,Smith Rowe,Fulham,MID,55,3,3,3,0,2.14,16.4,0,0,1,3,0,11,0,63,0,0,0,0,0,0,0,4,3.8,0,0.8,MUN (A),LEI (H),IPS (A),WHU (H),NEW (H),NFO (A),3,2,2,2,3,2,3,5,7,9,12,1,0.6,0.4286,0.3333,0.25,55
258,241,Calvin,Bassey,Fulham,DEF,45,1,1,1,0.13,2.43,0.4,0,0,0,1,0,5,1,90,0,0,0,0,0,0,0,9.2,0.8,8,1.8,MUN (A),LEI (H),IPS (A),WHU (H),NEW (H),NFO (A),3,2,2,2,3,2,3,5,7,9,12,0.3333,0.2,0.1429,0.1111,0.0833,45
